Protocol,Flow Duration,Total Fwd Packets,Total Backward Packets,Fwd Packets Length Total,Bwd Packets Length Total,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Avg Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init Fwd Win Bytes,Init Bwd Win Bytes,Fwd Act Data Packets,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
0,114575611,105,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.916425398770075,1101688.6,3285932.2,23339551,0,114575611,1101688.6,3285932.2,23339551,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.9164254,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,105,0,0,0,-1,-1,0,0,1667290.4,2181298.8,6341549,1,9266755.0,5939872.5,23339551,5459503,Benign
17,60901,1,1,50,178,50,50,50.0,0.0,178,178,178.0,0.0,3743.78089029737,32.8401832482225,60901.0,0.0,60901,60901,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,16.420092,16.420092,50,178,92.666664,73.90083,5461.3335,0,0,0,0,0,0,0,0,1,139.0,50.0,178.0,0,0,0,0,0,0,1,50,1,178,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Benign
17,97879,2,2,60,264,30,30,30.0,0.0,132,132,132.0,0.0,3310.20954443752,40.8667844992286,32626.334,56505.27,97873,2,2,2.0,0.0,2,2,4,4.0,0.0,4,4,0,0,0,0,40,40,20.433392,20.433392,30,132,70.8,55.867702,3121.2,0,0,0,0,0,0,0,0,1,88.5,30.0,132.0,0,0,0,0,0,0,2,60,2,264,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
17,228,2,2,60,252,30,30,30.0,0.0,126,126,126.0,0.0,1368421.05263158,17543.8596491228,76.0,125.57468,221,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,0,0,0,0,80,80,8771.93,8771.93,30,126,68.4,52.581364,2764.8,0,0,0,0,0,0,0,0,1,85.5,30.0,126.0,0,0,0,0,0,0,2,60,2,252,-1,-1,1,40,0.0,0.0,0,0,0.0,0.0,0,0,Benign
6,44038438,8,8,434,1773,434,0,54.25,153.44217,1773,0,221.625,626.85016,50.1153106293189,0.363318971485773,2935895.8,4607480.5,10216956,9,41000680,5857240.0,5457919.0,10240010,15304,44015220,6287888.5,5028187.0,10242691,3531,0,0,0,0,264,264,0.18165949,0.18165949,0,1773,129.82353,436.27432,190335.28,0,0,0,1,0,0,0,0,1,137.9375,54.25,221.625,0,0,0,0,0,0,8,434,8,1773,29200,939,1,32,34857.5,21777.973,67468,23054,10215312.0,1905.6564,10216956,10213204,Benign
17,37922,1,1,50,112,50,50,50.0,0.0,112,112,112.0,0.0,4271.92658615052,52.73983439692,37922.0,0.0,37922,37922,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,20,26.369917,26.369917,50,112,70.666664,35.795715,1281.3334,0,0,0,0,0,0,0,0,1,106.0,50.0,112.0,0,0,0,0,0,0,1,50,1,112,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Benign
6,330,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,36363.6363636364,6060.60606060606,330.0,0.0,330,330,330,330.0,0.0,330,330,0,0.0,0.0,0,0,0,0,0,0,40,0,6060.606,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,0,0,0,0,0,0,2,12,0,0,141,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
17,174,2,2,64,158,32,32,32.0,0.0,79,79,79.0,0.0,1275862.06896552,22988.5057471264,58.0,98.7269,172,1,1,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0,0,0,40,40,11494.253,11494.253,32,79,50.8,25.74296,662.7,0,0,0,0,0,0,0,0,1,63.5,32.0,79.0,0,0,0,0,0,0,2,64,2,158,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
6,157,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,12738.8535031847,157.0,0.0,157,157,157,157.0,0.0,157,157,0,0.0,0.0,0,0,0,0,0,0,64,0,12738.854,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,245,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Benign
6,28803,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,416.623268409541,69.4372114015901,28803.0,0.0,28803,28803,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,34.718605,34.718605,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,0,0,0,0,0,0,1,6,1,6,29200,16384,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
17,50665,2,2,90,210,45,45,45.0,0.0,105,105,105.0,0.0,5921.24740945426,78.9499654593901,16888.334,29245.389,50658,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,64,40,39.474983,39.474983,45,105,69.0,32.863354,1080.0,0,0,0,0,0,0,0,0,1,86.25,45.0,105.0,0,0,0,0,0,0,2,90,2,210,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,Benign
6,115890293,21,17,1501,1788,866,0,71.47619,214.29994,1549,0,105.17647,374.5506,28.3802889341215,0.327896314836308,3132170.0,4611722.0,10011514,3,115890293,5794514.5,4945975.5,10047955,3,110630792,6914424.5,4796943.0,10047952,4,0,0,0,0,680,552,0.18120585,0.14669046,0,1549,84.333336,289.33084,83712.336,0,0,0,1,0,0,0,0,0,86.552635,71.47619,105.17647,0,0,0,0,0,0,21,1501,17,1788,29200,362,4,32,50061.582,47129.246,199717,36417,9607463.0,1380808.0,10011514,5223059,Benign
6,14323570,3,1,12,0,6,0,4.0,3.4641016,0,0,0.0,0.0,0.837779966865802,0.279259988955267,4774523.5,8188324.0,14229430,138,14323570,7161785.0,9995159.0,14229430,94140,0,0.0,0.0,0,0,0,0,0,0,72,32,0.20944498,0.069814995,0,6,2.4,3.2863352,10.8,0,0,0,1,0,0,0,0,0,3.0,4.0,0.0,0,0,0,0,0,0,3,12,1,0,8192,8190,2,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
17,76311783,3,3,191,348,91,38,63.666668,26.53928,158,90,116.0,36.71512,7.06312942524223,0.078624817349635,15262357.0,29246806.0,67114158,23523,76262632,38131316.0,41095584.0,67190283,9072349,76288260,38144130.0,41039316.0,67163309,9124951,0,0,0,0,72,72,0.039312407,0.039312407,38,158,82.42857,41.864292,1752.619,0,0,0,0,0,0,0,0,1,96.166664,63.666668,116.0,0,0,0,0,0,0,3,191,3,348,-1,-1,2,20,49824.0,37195.23,76125,23523,38081492.0,41058390.0,67114158,9048826,Benign
6,91025625,7,8,1914,2850,630,6,273.42856,333.54202,722,0,356.25,316.6349,52.3369106226955,0.164788761406472,6501830.5,14185870.0,44998374,3,91025625,15170938.0,19119422.0,44998374,24263,91000465,13000066.0,18391306.0,45024108,3,1,0,0,0,140,172,0.07690142,0.08788734,0,722,337.125,314.79175,99093.85,0,1,0,0,1,0,0,0,1,359.6,273.42856,356.25,0,0,0,0,0,0,7,1914,8,2850,252,363,6,20,25100.334,585.6401,25631,24472,30308688.0,15034746.0,44998374,14951141,Benign
6,769288,3,4,518,438,512,0,172.66667,293.8866,426,0,109.5,211.01895,1242.70754255883,9.09932301036803,128214.664,218009.89,560948,4,665199,332599.5,322933.53,560948,104251,665097,221699.0,383670.94,664724,4,0,0,0,0,80,92,3.89971,5.199613,0,512,119.5,216.9549,47069.43,0,0,0,1,0,0,0,0,1,136.57143,172.66667,109.5,0,0,0,0,0,0,3,518,4,438,29200,237,2,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
6,118865045,21,19,1383,4482,433,0,65.85714,153.6051,746,0,235.89473,356.04712,49.3416714728876,0.336516088476642,3047821.8,4511590.5,10009787,4,118828398,5941420.0,4796739.0,10046404,34244,118828366,6601576.0,4603008.0,10046672,21034,0,0,0,0,468,524,0.17667095,0.15984514,0,746,143.04878,276.7274,76578.05,0,0,0,1,0,0,0,0,0,146.625,65.85714,235.89473,0,0,0,0,0,0,21,1383,19,4482,8192,360,17,20,248101.17,650367.94,2297906,36595,9654265.0,1151435.5,10009787,6005716,Benign
17,417992,2,2,88,270,44,44,44.0,0.0,135,135,135.0,0.0,856.475722023388,9.56956113992612,139330.67,241321.73,417985,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,80,64,4.7847805,4.7847805,44,135,80.4,49.842754,2484.3,0,0,0,0,0,0,0,0,1,100.5,44.0,135.0,0,0,0,0,0,0,2,88,2,270,-1,-1,1,40,0.0,0.0,0,0,0.0,0.0,0,0,Benign
17,178,2,2,74,138,37,37,37.0,0.0,69,69,69.0,0.0,1191011.23595506,22471.9101123596,59.333332,62.772076,127,3,3,3.0,0.0,3,3,48,48.0,0.0,48,48,0,0,0,0,64,64,11235.955,11235.955,37,69,49.8,17.527122,307.2,0,0,0,0,0,0,0,0,1,62.25,37.0,69.0,0,0,0,0,0,0,2,74,2,138,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,Benign
17,157611,2,2,60,208,30,30,30.0,0.0,104,104,104.0,0.0,1700.38893224458,25.3789392872325,52537.0,90990.69,157604,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,40,40,12.689469,12.689469,30,104,59.6,40.531467,1642.8,0,0,0,0,0,0,0,0,1,74.5,30.0,104.0,0,0,0,0,0,0,2,60,2,208,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
6,32,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,62500.0,32.0,0.0,32,32,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,31250.0,31250.0,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,1067,1762,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Benign
17,31502,4,2,120,188,30,30,30.0,0.0,94,94,94.0,0.0,9777.15700590439,190.464097517618,6300.4,13420.635,30290,3,30297,10099.0,17485.918,30290,3,3,3.0,0.0,3,3,0,0,0,0,104,64,126.97607,63.488033,30,94,48.285713,31.228802,975.2381,0,0,0,0,0,0,0,0,0,56.333332,30.0,94.0,0,0,0,0,0,0,4,120,2,188,-1,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
6,146,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,13698.6301369863,146.0,0.0,146,146,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,6849.315,6849.315,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,76,33304,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Benign
6,4589467,9,8,6891,805,3156,0,765.6667,1361.6447,319,0,100.625,141.47482,1676.88317619453,3.70413383514905,286841.7,1066092.9,4283735,68,4589467,573683.4,1499412.4,4283735,129,234833,33547.57,56943.6,157297,328,0,0,0,0,192,172,1.961012,1.7431219,0,3156,427.55554,1001.1599,1002321.2,0,0,0,1,0,0,0,0,0,452.70587,765.6667,100.625,0,0,0,0,0,0,9,6891,8,805,8192,1494,8,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
17,186,2,2,86,142,43,43,43.0,0.0,71,71,71.0,0.0,1225806.4516129,21505.376344086,62.0,102.190994,180,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,40,40,10752.688,10752.688,43,71,54.2,15.336231,235.2,0,0,0,0,0,0,0,0,1,67.75,43.0,71.0,0,0,0,0,0,0,2,86,2,142,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
6,5155120,9,7,376,5259,189,0,41.77778,68.03451,1460,0,751.2857,697.7389,1093.08803674793,3.10371048588588,343674.66,1234224.1,4803315,2,5155120,644390.0,1681130.1,4803315,3,225784,37630.668,59318.45,137069,48,0,0,0,0,192,152,1.7458371,1.3578733,0,1460,331.47058,562.1916,316059.38,0,0,0,1,0,0,0,0,0,352.1875,41.77778,751.2857,0,0,0,0,0,0,9,376,7,5259,8192,119,8,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
17,23933,2,2,80,202,40,40,40.0,0.0,101,101,101.0,0.0,11782.8939121715,167.133246981156,7977.6665,13812.528,23927,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,40,40,83.56662,83.56662,40,101,64.4,33.411076,1116.3,0,0,0,0,0,0,0,0,1,80.5,40.0,101.0,0,0,0,0,0,0,2,80,2,202,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
17,23377,1,1,47,63,47,47,47.0,0.0,63,63,63.0,0.0,4705.47974504855,85.554177182701,23377.0,0.0,23377,23377,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,42.77709,42.77709,47,63,52.333332,9.237604,85.333336,0,0,0,0,0,0,0,0,1,78.5,47.0,63.0,0,0,0,0,0,0,1,47,1,63,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
17,23787,2,2,64,96,32,32,32.0,0.0,48,48,48.0,0.0,6726.36313953,168.15907848825,7929.0,13728.234,23781,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,64,84.07954,84.07954,32,48,38.4,8.763561,76.8,0,0,0,0,0,0,0,0,1,48.0,32.0,48.0,0,0,0,0,0,0,2,64,2,96,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,Benign
6,24008912,9,12,965,4794,389,0,107.22222,160.70609,1562,0,399.5,656.1102,239.869261880755,0.874675203940937,1200445.6,3112644.0,10003824,1,20413630,2551703.8,4626372.0,10067192,2185,23985179,2180470.8,4019907.0,10027684,1,0,0,0,0,192,276,0.3748608,0.4998144,0,1562,261.77274,509.57602,259667.7,0,0,0,1,0,0,0,0,1,274.2381,107.22222,399.5,0,0,0,0,0,0,9,965,12,4794,8192,1013,8,20,203543.0,254110.14,383226,23860,10003272.0,780.6459,10003824,10002720,Benign
17,63376,2,2,80,112,40,40,40.0,0.0,56,56,56.0,0.0,3029.53799545569,63.1153749053269,21125.334,36584.09,63369,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,40,40,31.557688,31.557688,40,56,46.4,8.763561,76.8,0,0,0,0,0,0,0,0,1,58.0,40.0,56.0,0,0,0,0,0,0,2,80,2,112,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
6,67,1,2,6,12,6,6,6.0,0.0,6,6,6.0,0.0,268656.71641791,44776.1194029851,33.5,21.920311,49,18,0,0.0,0.0,0,0,49,49.0,0.0,49,49,0,0,0,0,20,40,14925.373,29850.746,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,2,8.0,6.0,6.0,0,0,0,0,0,0,1,6,2,12,2052,0,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
17,224,2,2,60,264,30,30,30.0,0.0,132,132,132.0,0.0,1446428.57142857,17857.1428571429,74.666664,44.45597,126,49,49,49.0,0.0,49,49,49,49.0,0.0,49,49,0,0,0,0,64,64,8928.571,8928.571,30,132,70.8,55.867702,3121.2,0,0,0,0,0,0,0,0,1,88.5,30.0,132.0,0,0,0,0,0,0,2,60,2,264,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,Benign
17,26821,1,1,50,108,50,50,50.0,0.0,108,108,108.0,0.0,5890.90637932963,74.5684351813877,26821.0,0.0,26821,26821,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,37.284218,37.284218,50,108,69.333336,33.486317,1121.3334,0,0,0,0,0,0,0,0,1,104.0,50.0,108.0,0,0,0,0,0,0,1,50,1,108,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
17,68922,1,1,47,217,47,47,47.0,0.0,217,217,217.0,0.0,3830.41699312266,29.0183105539595,68922.0,0.0,68922,68922,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,14.509155,14.509155,47,217,103.666664,98.14954,9633.333,0,0,0,0,0,0,0,0,1,155.5,47.0,217.0,0,0,0,0,0,0,1,47,1,217,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Benign
6,4405727,5,5,462,1884,444,0,92.4,196.56755,1637,0,376.8,711.54315,532.488735684258,2.2697729568809,489525.22,1321576.1,3999263,3,406464,101616.0,190094.39,386425,106,4386130,1096532.5,1942449.9,3999266,323,0,0,0,0,120,112,1.1348865,1.1348865,0,1637,213.27272,493.1503,243197.22,0,0,0,1,0,0,0,0,1,234.6,92.4,376.8,0,0,0,0,0,0,5,462,5,1884,29200,30,4,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
6,308924,10,5,704,1327,453,0,70.4,142.93993,1189,0,265.4,519.7546,6574.4325465163,48.5556318058811,22066.0,35925.652,87293,47,308924,34324.89,41350.97,89624,47,204760,51190.0,57922.254,113291,257,0,0,0,0,332,168,32.370422,16.185211,0,1189,126.9375,306.4205,93893.53,0,0,0,1,0,0,0,0,0,135.4,70.4,265.4,0,0,0,0,0,0,10,704,5,1327,65535,65,5,32,0.0,0.0,0,0,0.0,0.0,0,0,Benign
17,65764,2,2,62,162,31,31,31.0,0.0,81,81,81.0,0.0,3406.11884921842,60.8235508789003,21921.334,37924.703,65713,4,47,47.0,0.0,47,47,4,4.0,0.0,4,4,0,0,0,0,64,64,30.411776,30.411776,31,81,51.0,27.386127,750.0,0,0,0,0,0,0,0,0,1,63.75,31.0,81.0,0,0,0,0,0,0,2,62,2,162,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,Benign
6,34,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,58823.5294117647,34.0,0.0,34,34,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,29411.766,29411.766,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,3,229,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Benign
17,85391307,2,2,95,272,50,45,47.5,3.535534,146,126,136.0,14.142136,4.29786137364076,0.046843175734504,28463768.0,49114070.0,85175769,46486,85344821,85344824.0,0.0,85344821,85344821,85222255,85222260.0,0.0,85222255,85222255,0,0,0,0,40,40,0.023421587,0.023421587,45,146,83.4,48.577774,2359.8,0,0,0,0,0,0,0,0,1,104.25,47.5,136.0,0,0,0,0,0,0,2,95,2,272,-1,-1,1,20,169052.0,0.0,169052,169052,85175770.0,0.0,85175769,85175769,Benign
6,291,1,2,0,12,0,0,0.0,0.0,6,6,6.0,0.0,41237.1134020619,10309.2783505155,145.5,200.11122,287,4,0,0.0,0.0,0,0,4,4.0,0.0,4,4,0,0,0,0,32,40,3436.426,6872.852,0,6,3.0,3.4641016,12.0,0,0,0,0,1,0,0,0,2,4.0,0.0,6.0,0,0,0,0,0,0,1,0,2,12,972,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Benign
17,49342,2,2,66,222,33,33,33.0,0.0,111,111,111.0,0.0,5836.81245186657,81.0668396092578,16447.334,28483.287,49337,1,1,1.0,0.0,1,1,4,4.0,0.0,4,4,0,0,0,0,40,40,40.53342,40.53342,33,111,64.2,42.72236,1825.2,0,0,0,0,0,0,0,0,1,80.25,33.0,111.0,0,0,0,0,0,0,2,66,2,222,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
17,30538,1,1,52,68,52,52,52.0,0.0,68,68,68.0,0.0,3929.53042111468,65.4921736852446,30538.0,0.0,30538,30538,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,32.746086,32.746086,52,68,57.333332,9.237604,85.333336,0,0,0,0,0,0,0,0,1,86.0,52.0,68.0,0,0,0,0,0,0,1,52,1,68,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
6,11564007,26,28,782,46733,404,0,30.076923,106.31648,3203,0,1669.0358,963.1068,4108.86987529496,4.66966164928818,218188.81,1381894.8,10003227,1,11433842,457353.7,2006069.9,10003261,1,11540233,427416.03,1935832.9,10027113,48,0,0,0,0,840,904,2.2483556,2.4213061,0,3203,863.9091,1074.1149,1153722.6,0,0,0,1,0,0,0,0,1,879.9074,30.076923,1669.0358,0,0,0,0,0,0,26,782,28,46733,29200,61,2,32,1430615.0,0.0,1430615,1430615,10003227.0,0.0,10003227,10003227,Benign
6,5362841,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.745873316027829,1787613.6,3075868.5,5339295,66,5362841,2681420.5,3758802.2,5339295,23546,0,0.0,0.0,0,0,0,0,0,0,104,40,0.55940497,0.18646833,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Benign
17,122697,2,2,94,392,47,47,47.0,0.0,196,196,196.0,0.0,3960.97704100345,32.6006340823329,40899.0,70795.85,122647,3,3,3.0,0.0,3,3,47,47.0,0.0,47,47,0,0,0,0,64,80,16.300318,16.300318,47,196,106.6,81.610664,6660.3,0,0,0,0,0,0,0,0,1,133.25,47.0,196.0,0,0,0,0,0,0,2,94,2,392,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,Benign
6,5468406,7,4,617,164,517,0,88.14286,189.98897,152,0,41.0,74.05403,142.820412383426,2.01155510399191,546840.6,1692320.4,5362973,3,5468406,911401.0,2210142.2,5422777,3,85634,28544.666,28272.516,60034,5340,0,0,0,0,160,92,1.2800806,0.7314746,0,517,65.083336,148.72333,22118.629,0,0,0,1,0,0,0,0,0,71.0,88.14286,41.0,0,0,0,0,0,0,7,617,4,164,29200,30,6,20,105430.0,0.0,105430,105430,5362973.0,0.0,5362973,5362973,Benign
17,23748,1,1,42,138,42,42,42.0,0.0,138,138,138.0,0.0,7579.58564931784,84.2176183257537,23748.0,0.0,23748,23748,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,32,42.10881,42.10881,42,138,74.0,55.425625,3072.0,0,0,0,0,0,0,0,0,1,111.0,42.0,138.0,0,0,0,0,0,0,1,42,1,138,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
17,23870,2,2,60,96,30,30,30.0,0.0,48,48,48.0,0.0,6535.40008378718,167.574361122748,7956.6665,13778.753,23867,0,0,0.0,0.0,0,0,3,3.0,0.0,3,3,0,0,0,0,64,64,83.78718,83.78718,30,48,37.2,9.859006,97.2,0,0,0,0,0,0,0,0,1,46.5,30.0,48.0,0,0,0,0,0,0,2,60,2,96,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,Benign
6,118541142,23,24,2188,7292,434,0,95.13043,136.6137,1410,0,303.83334,465.66003,79.9722344500444,0.396486816366254,2576981.2,11993954.0,58271608,2,118541142,5388233.5,17099478.0,58271608,18,118518856,5152993.5,16751492.0,58293819,2,0,0,0,0,520,492,0.19402546,0.20246135,0,1410,197.5,355.78186,126580.73,0,0,0,1,0,0,0,0,1,201.70213,95.13043,303.83334,0,0,0,0,0,0,23,2188,24,7292,8192,140,18,20,1009561.0,1293354.9,1924101,95021,58213696.0,81897.11,58271608,58155788,Benign
6,115963490,27,28,822,25827,337,0,30.444445,74.5728,2920,0,922.3929,1054.0831,229.805087790994,0.474287208844784,2147472.0,4079071.5,10007553,3,115963490,4460134.0,4974125.0,10030752,3,110362004,4087481.8,5014889.5,10030768,48,0,0,0,0,552,704,0.2328319,0.2414553,0,2920,475.875,866.6563,751093.2,0,0,0,1,0,0,0,0,1,484.52728,30.444445,922.3929,0,0,0,0,0,0,27,822,28,25827,8192,980,26,20,33104.832,34720.25,143356,22924,9630519.0,1276152.9,10007553,5578227,Benign
17,171,2,2,118,286,59,59,59.0,0.0,143,143,143.0,0.0,2362573.0994152,23391.8128654971,57.0,92.66607,164,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,0,0,0,0,64,64,11695.906,11695.906,59,143,92.6,46.008694,2116.8,0,0,0,0,0,0,0,0,1,115.75,59.0,143.0,0,0,0,0,0,0,2,118,2,286,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,Benign
17,60666,2,2,68,158,34,34,34.0,0.0,79,79,79.0,0.0,3725.31566280948,65.9347904922032,20222.0,34981.37,60615,3,48,48.0,0.0,48,48,3,3.0,0.0,3,3,0,0,0,0,64,88,32.967396,32.967396,34,79,52.0,24.647514,607.5,0,0,0,0,0,0,0,0,1,65.0,34.0,79.0,0,0,0,0,0,0,2,68,2,158,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,Benign
6,164,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,73170.7317073171,12195.1219512195,164.0,0.0,164,164,164,164.0,0.0,164,164,0,0.0,0.0,0,0,0,0,0,0,40,0,12195.122,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,0,0,0,0,0,0,2,12,0,0,255,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
17,26819,2,2,84,244,42,42,42.0,0.0,122,122,122.0,0.0,12230.1353518028,149.147992095156,8939.667,15318.838,26628,1,190,190.0,0.0,190,190,1,1.0,0.0,1,1,0,0,0,0,64,64,74.574,74.574,42,122,74.0,43.817806,1920.0,0,0,0,0,0,0,0,0,1,92.5,42.0,122.0,0,0,0,0,0,0,2,84,2,244,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,Benign
17,232045,1,1,42,92,42,42,42.0,0.0,92,92,92.0,0.0,577.474196815273,8.61901786291452,232045.0,0.0,232045,232045,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,4.309509,4.309509,42,92,58.666668,28.867514,833.3333,0,0,0,0,0,0,0,0,1,88.0,42.0,92.0,0,0,0,0,0,0,1,42,1,92,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Benign
